jahr;straftat_bezeichnung;nationalitaet;verurteilte
1995;Straftaten gegen die sexuelle Selbstbestimmung;Nichtdeutsch;4456
1995;Straftaten gegen die sexuelle Selbstbestimmung;Deutsch;17420
1995;Straftaten gegen die sexuelle Selbstbestimmung;Gesamt;21876
1995;Straftaten im Straßenverkehr;Nichtdeutsch;205900
1995;Straftaten im Straßenverkehr;Deutsch;842316
1995;Straftaten im Straßenverkehr;Gesamt;1048216
1995;Straftaten im Straßenverkehr nach dem StGB;Nichtdeutsch;118420
1995;Straftaten im Straßenverkehr nach dem StGB;Deutsch;702888
1995;Straftaten im Straßenverkehr nach dem StGB;Gesamt;821308
1995;Straftaten insgesamt;Nichtdeutsch;831344
1995;Straftaten insgesamt;Deutsch;2208612
1995;Straftaten insgesamt;Gesamt;3039956
1995;Straftaten nach anderen Bundes- u. Landesgesetzen;Nichtdeutsch;203892
1995;Straftaten nach anderen Bundes- u. Landesgesetzen;Deutsch;214256
1995;Straftaten nach anderen Bundes- u. Landesgesetzen;Gesamt;418148
1995;Straftaten nach dem Aufenthaltsgesetz;Nichtdeutsch;59808
1995;Straftaten nach dem Aufenthaltsgesetz;Deutsch;6192
1995;Straftaten nach dem Aufenthaltsgesetz;Gesamt;66000
1995;Straftaten nach dem Betäubungsmittelgesetz;Nichtdeutsch;38384
1995;Straftaten nach dem Betäubungsmittelgesetz;Deutsch;87188
1995;Straftaten nach dem Betäubungsmittelgesetz;Gesamt;125572
1995;Straftaten nach dem StGB (ohne Verkehr);Nichtdeutsch;421552
1995;Straftaten nach dem StGB (ohne Verkehr);Deutsch;1152040
1995;Straftaten nach dem StGB (ohne Verkehr);Gesamt;1573592
1995;Straftaten nach dem Straßenverkehrsgesetz;Nichtdeutsch;87480
1995;Straftaten nach dem Straßenverkehrsgesetz;Deutsch;139428
1995;Straftaten nach dem Straßenverkehrsgesetz;Gesamt;226908
1995;Straftaten ohne Straftaten im Straßenverkehr;Nichtdeutsch;625444
1995;Straftaten ohne Straftaten im Straßenverkehr;Deutsch;1366296
1995;Straftaten ohne Straftaten im Straßenverkehr;Gesamt;1991740
1995;Urkundenfälschung;Nichtdeutsch;44792
1995;Urkundenfälschung;Deutsch;49052
1995;Urkundenfälschung;Gesamt;93844
1995;Vergewaltigung;Nichtdeutsch;1336
1995;Vergewaltigung;Deutsch;2748
1995;Vergewaltigung;Gesamt;4084
1995;Verletzung der Unterhaltspflicht;Nichtdeutsch;1692
1995;Verletzung der Unterhaltspflicht;Deutsch;15148
1995;Verletzung der Unterhaltspflicht;Gesamt;16840
1996;Andere Straftaten gegen die Person (ohne Verkehr);Nichtdeutsch;66464
1996;Andere Straftaten gegen die Person (ohne Verkehr);Deutsch;191844
1996;Andere Straftaten gegen die Person (ohne Verkehr);Gesamt;258308
1996;Andere Vermögensdelikte;Nichtdeutsch;134924
1996;Andere Vermögensdelikte;Deutsch;387168
1996;Andere Vermögensdelikte;Gesamt;522092
1996;Betrug;Nichtdeutsch;41840
1996;Betrug;Deutsch;187984
1996;Betrug;Gesamt;229824
1996;Diebstahl;Nichtdeutsch;155212
1996;Diebstahl;Deutsch;351548
1996;Diebstahl;Gesamt;506760
1996;Diebstahl und Unterschlagung;Nichtdeutsch;195448
1996;Diebstahl und Unterschlagung;Deutsch;468704
1996;Diebstahl und Unterschlagung;Gesamt;664152
1996;Gefährliche und schwere Körperverletzung;Nichtdeutsch;21512
1996;Gefährliche und schwere Körperverletzung;Deutsch;43692
1996;Gefährliche und schwere Körperverletzung;Gesamt;65204
1996;Gemeingefährliche einschl. Umweltstraftaten (o.V.);Nichtdeutsch;4764
1996;Gemeingefährliche einschl. Umweltstraftaten (o.V.);Deutsch;32052
1996;Gemeingefährliche einschl. Umweltstraftaten (o.V.);Gesamt;36816
1996;Körperverletzung;Nichtdeutsch;21260
1996;Körperverletzung;Deutsch;61424
1996;Körperverletzung;Gesamt;82684
1996;Mord und Totschlag;Nichtdeutsch;1080
1996;Mord und Totschlag;Deutsch;1960
1996;Mord und Totschlag;Gesamt;3040
1996;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;Nichtdeutsch;14636
1996;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;Deutsch;22800
1996;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;Gesamt;37436
1996;Schwerer Diebstahl;Nichtdeutsch;35392
1996;Schwerer Diebstahl;Deutsch;87972
1996;Schwerer Diebstahl;Gesamt;123364
1996;Sexueller Missbrauch von Kindern;Nichtdeutsch;1164
1996;Sexueller Missbrauch von Kindern;Deutsch;6988
1996;Sexueller Missbrauch von Kindern;Gesamt;8152
1996;Straftaten gegen den Staat,die öffentliche Ordnung;Nichtdeutsch;17684
1996;Straftaten gegen den Staat,die öffentliche Ordnung;Deutsch;59064
1996;Straftaten gegen den Staat,die öffentliche Ordnung;Gesamt;76748
1996;Straftaten gegen die sexuelle Selbstbestimmung;Nichtdeutsch;5064
1996;Straftaten gegen die sexuelle Selbstbestimmung;Deutsch;17220
1996;Straftaten gegen die sexuelle Selbstbestimmung;Gesamt;22284
1996;Straftaten im Straßenverkehr;Nichtdeutsch;189376
1996;Straftaten im Straßenverkehr;Deutsch;818112
1996;Straftaten im Straßenverkehr;Gesamt;1007488
1996;Straftaten im Straßenverkehr nach dem StGB;Nichtdeutsch;114060
1996;Straftaten im Straßenverkehr nach dem StGB;Deutsch;679400
1996;Straftaten im Straßenverkehr nach dem StGB;Gesamt;793460
1996;Straftaten insgesamt;Nichtdeutsch;829260
1996;Straftaten insgesamt;Deutsch;2225500
1996;Straftaten insgesamt;Gesamt;3054760
1996;Straftaten nach anderen Bundes- u. Landesgesetzen;Nichtdeutsch;200900
1996;Straftaten nach anderen Bundes- u. Landesgesetzen;Deutsch;228536
1996;Straftaten nach anderen Bundes- u. Landesgesetzen;Gesamt;429436
1996;Straftaten nach dem Aufenthaltsgesetz;Nichtdeutsch;64652
1996;Straftaten nach dem Aufenthaltsgesetz;Deutsch;7040
1996;Straftaten nach dem Aufenthaltsgesetz;Gesamt;71692
1996;Straftaten nach dem Betäubungsmittelgesetz;Nichtdeutsch;42448
1996;Straftaten nach dem Betäubungsmittelgesetz;Deutsch;105648
1996;Straftaten nach dem Betäubungsmittelgesetz;Gesamt;148096
1996;Straftaten nach dem StGB (ohne Verkehr);Nichtdeutsch;438984
1996;Straftaten nach dem StGB (ohne Verkehr);Deutsch;1178852
1996;Straftaten nach dem StGB (ohne Verkehr);Gesamt;1617836
1996;Straftaten nach dem Straßenverkehrsgesetz;Nichtdeutsch;75316
1996;Straftaten nach dem Straßenverkehrsgesetz;Deutsch;138712
1996;Straftaten nach dem Straßenverkehrsgesetz;Gesamt;214028
1996;Straftaten ohne Straftaten im Straßenverkehr;Nichtdeutsch;639884
1996;Straftaten ohne Straftaten im Straßenverkehr;Deutsch;1407388
1996;Straftaten ohne Straftaten im Straßenverkehr;Gesamt;2047272
1996;Urkundenfälschung;Nichtdeutsch;41184
1996;Urkundenfälschung;Deutsch;49260
1996;Urkundenfälschung;Gesamt;90444
1996;Vergewaltigung;Nichtdeutsch;1340
1996;Vergewaltigung;Deutsch;2700
1996;Vergewaltigung;Gesamt;4040
1996;Verletzung der Unterhaltspflicht;Nichtdeutsch;1684
1996;Verletzung der Unterhaltspflicht;Deutsch;15164
1996;Verletzung der Unterhaltspflicht;Gesamt;16848
1997;Andere Straftaten gegen die Person (ohne Verkehr);Nichtdeutsch;73224
1997;Andere Straftaten gegen die Person (ohne Verkehr);Deutsch;203720
1997;Andere Straftaten gegen die Person (ohne Verkehr);Gesamt;276944
1997;Andere Vermögensdelikte;Nichtdeutsch;140812
1997;Andere Vermögensdelikte;Deutsch;398020
1997;Andere Vermögensdelikte;Gesamt;538832
1997;Betrug;Nichtdeutsch;45344
1997;Betrug;Deutsch;190404
1997;Betrug;Gesamt;235748
1997;Diebstahl;Nichtdeutsch;163796
1997;Diebstahl;Deutsch;361176
1997;Diebstahl;Gesamt;524972
1997;Diebstahl und Unterschlagung;Nichtdeutsch;203344
1997;Diebstahl und Unterschlagung;Deutsch;477688
1997;Diebstahl und Unterschlagung;Gesamt;681032
1997;Gefährliche und schwere Körperverletzung;Nichtdeutsch;23680
1997;Gefährliche und schwere Körperverletzung;Deutsch;46692
1997;Gefährliche und schwere Körperverletzung;Gesamt;70372
1997;Gemeingefährliche einschl. Umweltstraftaten (o.V.);Nichtdeutsch;4932
1997;Gemeingefährliche einschl. Umweltstraftaten (o.V.);Deutsch;33228
1997;Gemeingefährliche einschl. Umweltstraftaten (o.V.);Gesamt;38160
1997;Körperverletzung;Nichtdeutsch;24268
1997;Körperverletzung;Deutsch;67548
1997;Körperverletzung;Gesamt;91816
1997;Mord und Totschlag;Nichtdeutsch;1160
1997;Mord und Totschlag;Deutsch;2056
1997;Mord und Totschlag;Gesamt;3216
1997;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;Nichtdeutsch;16060
1997;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;Deutsch;25492
1997;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;Gesamt;41552
1997;Schwerer Diebstahl;Nichtdeutsch;34748
1997;Schwerer Diebstahl;Deutsch;87576
1997;Schwerer Diebstahl;Gesamt;122324
1997;Sexueller Missbrauch von Kindern;Nichtdeutsch;1148
1997;Sexueller Missbrauch von Kindern;Deutsch;7680
1997;Sexueller Missbrauch von Kindern;Gesamt;8828
1997;Straftaten gegen den Staat,die öffentliche Ordnung;Nichtdeutsch;19132
1997;Straftaten gegen den Staat,die öffentliche Ordnung;Deutsch;60596
1997;Straftaten gegen den Staat,die öffentliche Ordnung;Gesamt;79728
1997;Straftaten gegen die sexuelle Selbstbestimmung;Nichtdeutsch;5316
1997;Straftaten gegen die sexuelle Selbstbestimmung;Deutsch;19104
1997;Straftaten gegen die sexuelle Selbstbestimmung;Gesamt;24420
1997;Straftaten im Straßenverkehr;Nichtdeutsch;178892
1997;Straftaten im Straßenverkehr;Deutsch;821984
1997;Straftaten im Straßenverkehr;Gesamt;1000876
1997;Straftaten im Straßenverkehr nach dem StGB;Nichtdeutsch;111232
1997;Straftaten im Straßenverkehr nach dem StGB;Deutsch;680736
1997;Straftaten im Straßenverkehr nach dem StGB;Gesamt;791968
1997;Straftaten insgesamt;Nichtdeutsch;839232
1997;Straftaten insgesamt;Deutsch;2282888
1997;Straftaten insgesamt;Gesamt;3122120
1997;Straftaten nach anderen Bundes- u. Landesgesetzen;Nichtdeutsch;197520
1997;Straftaten nach anderen Bundes- u. Landesgesetzen;Deutsch;243056
1997;Straftaten nach anderen Bundes- u. Landesgesetzen;Gesamt;440576
1997;Straftaten nach dem Aufenthaltsgesetz;Nichtdeutsch;65312
1997;Straftaten nach dem Aufenthaltsgesetz;Deutsch;7924
1997;Straftaten nach dem Aufenthaltsgesetz;Gesamt;73236
1997;Straftaten nach dem Betäubungsmittelgesetz;Nichtdeutsch;47064
1997;Straftaten nach dem Betäubungsmittelgesetz;Deutsch;118264
1997;Straftaten nach dem Betäubungsmittelgesetz;Gesamt;165328
1997;Straftaten nach dem StGB (ohne Verkehr);Nichtdeutsch;462820
1997;Straftaten nach dem StGB (ohne Verkehr);Deutsch;1217848
1997;Straftaten nach dem StGB (ohne Verkehr);Gesamt;1680668
1997;Straftaten nach dem Straßenverkehrsgesetz;Nichtdeutsch;67660
1997;Straftaten nach dem Straßenverkehrsgesetz;Deutsch;141248
1997;Straftaten nach dem Straßenverkehrsgesetz;Gesamt;208908
1997;Straftaten ohne Straftaten im Straßenverkehr;Nichtdeutsch;660340
1997;Straftaten ohne Straftaten im Straßenverkehr;Deutsch;1460904
1997;Straftaten ohne Straftaten im Straßenverkehr;Gesamt;2121244
1997;Urkundenfälschung;Nichtdeutsch;40936
1997;Urkundenfälschung;Deutsch;51044
1997;Urkundenfälschung;Gesamt;91980
1997;Vergewaltigung;Nichtdeutsch;1500
1997;Vergewaltigung;Deutsch;2536
1997;Vergewaltigung;Gesamt;4036
1997;Verletzung der Unterhaltspflicht;Nichtdeutsch;1776
1997;Verletzung der Unterhaltspflicht;Deutsch;15584
1997;Verletzung der Unterhaltspflicht;Gesamt;17360
1998;Andere Straftaten gegen die Person (ohne Verkehr);Nichtdeutsch;78888
1998;Andere Straftaten gegen die Person (ohne Verkehr);Deutsch;224992
1998;Andere Straftaten gegen die Person (ohne Verkehr);Gesamt;303880
1998;Andere Vermögensdelikte;Nichtdeutsch;151660
1998;Andere Vermögensdelikte;Deutsch;443008
1998;Andere Vermögensdelikte;Gesamt;594668
1998;Betrug;Nichtdeutsch;50576
1998;Betrug;Deutsch;211212
1998;Betrug;Gesamt;261788
1998;Diebstahl;Nichtdeutsch;158616
1998;Diebstahl;Deutsch;378600
1998;Diebstahl;Gesamt;537216
1998;Diebstahl und Unterschlagung;Nichtdeutsch;195896
1998;Diebstahl und Unterschlagung;Deutsch;492540
1998;Diebstahl und Unterschlagung;Gesamt;688436
1998;Gefährliche und schwere Körperverletzung;Nichtdeutsch;23840
1998;Gefährliche und schwere Körperverletzung;Deutsch;49712
1998;Gefährliche und schwere Körperverletzung;Gesamt;73552
1998;Gemeingefährliche einschl. Umweltstraftaten (o.V.);Nichtdeutsch;4544
1998;Gemeingefährliche einschl. Umweltstraftaten (o.V.);Deutsch;30876
1998;Gemeingefährliche einschl. Umweltstraftaten (o.V.);Gesamt;35420
1998;Körperverletzung;Nichtdeutsch;27084
1998;Körperverletzung;Deutsch;74392
1998;Körperverletzung;Gesamt;101476
1998;Mord und Totschlag;Nichtdeutsch;1260
1998;Mord und Totschlag;Deutsch;2216
1998;Mord und Totschlag;Gesamt;3476
1998;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;Nichtdeutsch;16180
1998;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;Deutsch;27320
1998;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;Gesamt;43500
1998;Schwerer Diebstahl;Nichtdeutsch;31844
1998;Schwerer Diebstahl;Deutsch;83560
1998;Schwerer Diebstahl;Gesamt;115404
1998;Sexueller Missbrauch von Kindern;Nichtdeutsch;1216
1998;Sexueller Missbrauch von Kindern;Deutsch;7700
1998;Sexueller Missbrauch von Kindern;Gesamt;8916
1998;Straftaten gegen den Staat,die öffentliche Ordnung;Nichtdeutsch;19532
1998;Straftaten gegen den Staat,die öffentliche Ordnung;Deutsch;67352
1998;Straftaten gegen den Staat,die öffentliche Ordnung;Gesamt;86884
1998;Straftaten gegen die sexuelle Selbstbestimmung;Nichtdeutsch;5844
1998;Straftaten gegen die sexuelle Selbstbestimmung;Deutsch;20632
1998;Straftaten gegen die sexuelle Selbstbestimmung;Gesamt;26476
1998;Straftaten im Straßenverkehr;Nichtdeutsch;164872
1998;Straftaten im Straßenverkehr;Deutsch;784816
1998;Straftaten im Straßenverkehr;Gesamt;949688
1998;Straftaten im Straßenverkehr nach dem StGB;Nichtdeutsch;103776
1998;Straftaten im Straßenverkehr nach dem StGB;Deutsch;644072
1998;Straftaten im Straßenverkehr nach dem StGB;Gesamt;747848
1998;Straftaten insgesamt;Nichtdeutsch;825624
1998;Straftaten insgesamt;Deutsch;2340572
1998;Straftaten insgesamt;Gesamt;3166196
1998;Straftaten nach anderen Bundes- u. Landesgesetzen;Nichtdeutsch;188208
1998;Straftaten nach anderen Bundes- u. Landesgesetzen;Deutsch;249036
1998;Straftaten nach anderen Bundes- u. Landesgesetzen;Gesamt;437244
1998;Straftaten nach dem Aufenthaltsgesetz;Nichtdeutsch;65512
1998;Straftaten nach dem Aufenthaltsgesetz;Deutsch;9080
1998;Straftaten nach dem Aufenthaltsgesetz;Gesamt;74592
1998;Straftaten nach dem Betäubungsmittelgesetz;Nichtdeutsch;46820
1998;Straftaten nach dem Betäubungsmittelgesetz;Deutsch;122688
1998;Straftaten nach dem Betäubungsmittelgesetz;Gesamt;169508
1998;Straftaten nach dem StGB (ohne Verkehr);Nichtdeutsch;472544
1998;Straftaten nach dem StGB (ohne Verkehr);Deutsch;1306720
1998;Straftaten nach dem StGB (ohne Verkehr);Gesamt;1779264
1998;Straftaten nach dem Straßenverkehrsgesetz;Nichtdeutsch;61096
1998;Straftaten nach dem Straßenverkehrsgesetz;Deutsch;140744
1998;Straftaten nach dem Straßenverkehrsgesetz;Gesamt;201840
1998;Straftaten ohne Straftaten im Straßenverkehr;Nichtdeutsch;660752
1998;Straftaten ohne Straftaten im Straßenverkehr;Deutsch;1555756
1998;Straftaten ohne Straftaten im Straßenverkehr;Gesamt;2216508
1998;Urkundenfälschung;Nichtdeutsch;37192
1998;Urkundenfälschung;Deutsch;49984
1998;Urkundenfälschung;Gesamt;87176
1998;Vergewaltigung;Nichtdeutsch;0
1998;Vergewaltigung;Deutsch;0
1998;Vergewaltigung;Gesamt;0
1998;Verletzung der Unterhaltspflicht;Nichtdeutsch;1732
1998;Verletzung der Unterhaltspflicht;Deutsch;14956
1998;Verletzung der Unterhaltspflicht;Gesamt;16688
1999;Andere Straftaten gegen die Person (ohne Verkehr);Nichtdeutsch;78840
1999;Andere Straftaten gegen die Person (ohne Verkehr);Deutsch;236708
1999;Andere Straftaten gegen die Person (ohne Verkehr);Gesamt;315548
1999;Andere Vermögensdelikte;Nichtdeutsch;148100
1999;Andere Vermögensdelikte;Deutsch;451648
1999;Andere Vermögensdelikte;Gesamt;599748
1999;Betrug;Nichtdeutsch;50616
1999;Betrug;Deutsch;218268
1999;Betrug;Gesamt;268884
1999;Diebstahl;Nichtdeutsch;145376
1999;Diebstahl;Deutsch;356576
1999;Diebstahl;Gesamt;501952
1999;Diebstahl und Unterschlagung;Nichtdeutsch;178720
1999;Diebstahl und Unterschlagung;Deutsch;465256
1999;Diebstahl und Unterschlagung;Gesamt;643976
1999;Gefährliche und schwere Körperverletzung;Nichtdeutsch;21784
1999;Gefährliche und schwere Körperverletzung;Deutsch;51860
1999;Gefährliche und schwere Körperverletzung;Gesamt;73644
1999;Gemeingefährliche einschl. Umweltstraftaten (o.V.);Nichtdeutsch;4528
1999;Gemeingefährliche einschl. Umweltstraftaten (o.V.);Deutsch;30924
1999;Gemeingefährliche einschl. Umweltstraftaten (o.V.);Gesamt;35452
1999;Körperverletzung;Nichtdeutsch;28412
1999;Körperverletzung;Deutsch;81836
1999;Körperverletzung;Gesamt;110248
1999;Mord und Totschlag;Nichtdeutsch;1080
1999;Mord und Totschlag;Deutsch;1816
1999;Mord und Totschlag;Gesamt;2896
1999;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;Nichtdeutsch;13996
1999;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;Deutsch;26308
1999;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;Gesamt;40304
1999;Schwerer Diebstahl;Nichtdeutsch;28064
1999;Schwerer Diebstahl;Deutsch;77732
1999;Schwerer Diebstahl;Gesamt;105796
1999;Sexueller Missbrauch von Kindern;Nichtdeutsch;1208
1999;Sexueller Missbrauch von Kindern;Deutsch;7908
1999;Sexueller Missbrauch von Kindern;Gesamt;9116
1999;Straftaten gegen den Staat,die öffentliche Ordnung;Nichtdeutsch;18472
1999;Straftaten gegen den Staat,die öffentliche Ordnung;Deutsch;65048
1999;Straftaten gegen den Staat,die öffentliche Ordnung;Gesamt;83520
1999;Straftaten gegen die sexuelle Selbstbestimmung;Nichtdeutsch;5768
1999;Straftaten gegen die sexuelle Selbstbestimmung;Deutsch;21012
1999;Straftaten gegen die sexuelle Selbstbestimmung;Gesamt;26780
1999;Straftaten im Straßenverkehr;Nichtdeutsch;144304
1999;Straftaten im Straßenverkehr;Deutsch;712564
1999;Straftaten im Straßenverkehr;Gesamt;856868
1999;Straftaten im Straßenverkehr nach dem StGB;Nichtdeutsch;93112
1999;Straftaten im Straßenverkehr nach dem StGB;Deutsch;586080
1999;Straftaten im Straßenverkehr nach dem StGB;Gesamt;679192
1999;Straftaten insgesamt;Nichtdeutsch;776164
1999;Straftaten insgesamt;Deutsch;2262480
1999;Straftaten insgesamt;Gesamt;3038644
1999;Straftaten nach anderen Bundes- u. Landesgesetzen;Nichtdeutsch;183436
1999;Straftaten nach anderen Bundes- u. Landesgesetzen;Deutsch;253012
1999;Straftaten nach anderen Bundes- u. Landesgesetzen;Gesamt;436448
1999;Straftaten nach dem Aufenthaltsgesetz;Nichtdeutsch;69988
1999;Straftaten nach dem Aufenthaltsgesetz;Deutsch;9980
1999;Straftaten nach dem Aufenthaltsgesetz;Gesamt;79968
1999;Straftaten nach dem Betäubungsmittelgesetz;Nichtdeutsch;46952
1999;Straftaten nach dem Betäubungsmittelgesetz;Deutsch;133180
1999;Straftaten nach dem Betäubungsmittelgesetz;Gesamt;180132
1999;Straftaten nach dem StGB (ohne Verkehr);Nichtdeutsch;448424
1999;Straftaten nach dem StGB (ohne Verkehr);Deutsch;1296904
1999;Straftaten nach dem StGB (ohne Verkehr);Gesamt;1745328
1999;Straftaten nach dem Straßenverkehrsgesetz;Nichtdeutsch;51192
1999;Straftaten nach dem Straßenverkehrsgesetz;Deutsch;126484
1999;Straftaten nach dem Straßenverkehrsgesetz;Gesamt;177676
1999;Straftaten ohne Straftaten im Straßenverkehr;Nichtdeutsch;631860
1999;Straftaten ohne Straftaten im Straßenverkehr;Deutsch;1549916
1999;Straftaten ohne Straftaten im Straßenverkehr;Gesamt;2181776
1999;Urkundenfälschung;Nichtdeutsch;35236
1999;Urkundenfälschung;Deutsch;47280
1999;Urkundenfälschung;Gesamt;82516
1999;Vergewaltigung;Nichtdeutsch;0
1999;Vergewaltigung;Deutsch;0
1999;Vergewaltigung;Gesamt;0
1999;Verletzung der Unterhaltspflicht;Nichtdeutsch;0
1999;Verletzung der Unterhaltspflicht;Deutsch;0
1999;Verletzung der Unterhaltspflicht;Gesamt;0
2000;Andere Straftaten gegen die Person (ohne Verkehr);Nichtdeutsch;78420
2000;Andere Straftaten gegen die Person (ohne Verkehr);Deutsch;242648
2000;Andere Straftaten gegen die Person (ohne Verkehr);Gesamt;321068
2000;Andere Vermögensdelikte;Nichtdeutsch;135616
2000;Andere Vermögensdelikte;Deutsch;435076
2000;Andere Vermögensdelikte;Gesamt;570692
2000;Betrug;Nichtdeutsch;47936
2000;Betrug;Deutsch;212112
2000;Betrug;Gesamt;260048
2000;Diebstahl;Nichtdeutsch;133220
2000;Diebstahl;Deutsch;336968
2000;Diebstahl;Gesamt;470188
2000;Diebstahl und Unterschlagung;Nichtdeutsch;163936
2000;Diebstahl und Unterschlagung;Deutsch;437408
2000;Diebstahl und Unterschlagung;Gesamt;601344
2000;Gefährliche und schwere Körperverletzung;Nichtdeutsch;23012
2000;Gefährliche und schwere Körperverletzung;Deutsch;56656
2000;Gefährliche und schwere Körperverletzung;Gesamt;79668
2000;Gemeingefährliche einschl. Umweltstraftaten (o.V.);Nichtdeutsch;4380
2000;Gemeingefährliche einschl. Umweltstraftaten (o.V.);Deutsch;29116
2000;Gemeingefährliche einschl. Umweltstraftaten (o.V.);Gesamt;33496
2000;Körperverletzung;Nichtdeutsch;27940
2000;Körperverletzung;Deutsch;85120
2000;Körperverletzung;Gesamt;113060
2000;Mord und Totschlag;Nichtdeutsch;956
2000;Mord und Totschlag;Deutsch;1844
2000;Mord und Totschlag;Gesamt;2800
2000;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;Nichtdeutsch;13008
2000;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;Deutsch;25416
2000;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;Gesamt;38424
2000;Schwerer Diebstahl;Nichtdeutsch;25384
2000;Schwerer Diebstahl;Deutsch;70996
2000;Schwerer Diebstahl;Gesamt;96380
2000;Sexueller Missbrauch von Kindern;Nichtdeutsch;1108
2000;Sexueller Missbrauch von Kindern;Deutsch;7888
2000;Sexueller Missbrauch von Kindern;Gesamt;8996
2000;Straftaten gegen den Staat,die öffentliche Ordnung;Nichtdeutsch;16060
2000;Straftaten gegen den Staat,die öffentliche Ordnung;Deutsch;61532
2000;Straftaten gegen den Staat,die öffentliche Ordnung;Gesamt;77592
2000;Straftaten gegen die sexuelle Selbstbestimmung;Nichtdeutsch;5388
2000;Straftaten gegen die sexuelle Selbstbestimmung;Deutsch;21112
2000;Straftaten gegen die sexuelle Selbstbestimmung;Gesamt;26500
2000;Straftaten im Straßenverkehr;Nichtdeutsch;143596
2000;Straftaten im Straßenverkehr;Deutsch;695980
2000;Straftaten im Straßenverkehr;Gesamt;839576
2000;Straftaten im Straßenverkehr nach dem StGB;Nichtdeutsch;91868
2000;Straftaten im Straßenverkehr nach dem StGB;Deutsch;564628
2000;Straftaten im Straßenverkehr nach dem StGB;Gesamt;656496
2000;Straftaten insgesamt;Nichtdeutsch;727372
2000;Straftaten insgesamt;Deutsch;2203560
2000;Straftaten insgesamt;Gesamt;2930932
2000;Straftaten nach anderen Bundes- u. Landesgesetzen;Nichtdeutsch;166968
2000;Straftaten nach anderen Bundes- u. Landesgesetzen;Deutsch;255272
2000;Straftaten nach anderen Bundes- u. Landesgesetzen;Gesamt;422240
2000;Straftaten nach dem Aufenthaltsgesetz;Nichtdeutsch;66852
2000;Straftaten nach dem Aufenthaltsgesetz;Deutsch;10492
2000;Straftaten nach dem Aufenthaltsgesetz;Gesamt;77344
2000;Straftaten nach dem Betäubungsmittelgesetz;Nichtdeutsch;44220
2000;Straftaten nach dem Betäubungsmittelgesetz;Deutsch;136140
2000;Straftaten nach dem Betäubungsmittelgesetz;Gesamt;180360
2000;Straftaten nach dem StGB (ohne Verkehr);Nichtdeutsch;416808
2000;Straftaten nach dem StGB (ohne Verkehr);Deutsch;1252308
2000;Straftaten nach dem StGB (ohne Verkehr);Gesamt;1669116
2000;Straftaten nach dem Straßenverkehrsgesetz;Nichtdeutsch;51728
2000;Straftaten nach dem Straßenverkehrsgesetz;Deutsch;131352
2000;Straftaten nach dem Straßenverkehrsgesetz;Gesamt;183080
2000;Straftaten ohne Straftaten im Straßenverkehr;Nichtdeutsch;583776
2000;Straftaten ohne Straftaten im Straßenverkehr;Deutsch;1507580
2000;Straftaten ohne Straftaten im Straßenverkehr;Gesamt;2091356
2000;Urkundenfälschung;Nichtdeutsch;33120
2000;Urkundenfälschung;Deutsch;44436
2000;Urkundenfälschung;Gesamt;77556
2000;Vergewaltigung;Nichtdeutsch;0
2000;Vergewaltigung;Deutsch;0
2000;Vergewaltigung;Gesamt;0
2000;Verletzung der Unterhaltspflicht;Nichtdeutsch;1832
2000;Verletzung der Unterhaltspflicht;Deutsch;13476
2000;Verletzung der Unterhaltspflicht;Gesamt;15308
2001;Andere Straftaten gegen die Person (ohne Verkehr);Nichtdeutsch;76080
2001;Andere Straftaten gegen die Person (ohne Verkehr);Deutsch;257576
2001;Andere Straftaten gegen die Person (ohne Verkehr);Gesamt;333656
2001;Andere Vermögensdelikte;Nichtdeutsch;128640
2001;Andere Vermögensdelikte;Deutsch;436384
2001;Andere Vermögensdelikte;Gesamt;565024
2001;Betrug;Nichtdeutsch;43988
2001;Betrug;Deutsch;204648
2001;Betrug;Gesamt;248636
2001;Diebstahl;Nichtdeutsch;124152
2001;Diebstahl;Deutsch;332196
2001;Diebstahl;Gesamt;456348
2001;Diebstahl und Unterschlagung;Nichtdeutsch;152192
2001;Diebstahl und Unterschlagung;Deutsch;426936
2001;Diebstahl und Unterschlagung;Gesamt;579128
2001;Gefährliche und schwere Körperverletzung;Nichtdeutsch;21684
2001;Gefährliche und schwere Körperverletzung;Deutsch;59912
2001;Gefährliche und schwere Körperverletzung;Gesamt;81596
2001;Gemeingefährliche einschl. Umweltstraftaten (o.V.);Nichtdeutsch;4592
2001;Gemeingefährliche einschl. Umweltstraftaten (o.V.);Deutsch;30364
