jahr;straftat_bezeichnung;nationalitaet;verurteilte
2012;Straftaten nach dem StGB (ohne Verkehr);Nichtdeutsch;468352
2012;Straftaten nach dem StGB (ohne Verkehr);Deutsch;1556880
2012;Straftaten nach dem StGB (ohne Verkehr);Gesamt;2025232
2012;Straftaten nach dem Straßenverkehrsgesetz;Nichtdeutsch;44500
2012;Straftaten nach dem Straßenverkehrsgesetz;Deutsch;128040
2012;Straftaten nach dem Straßenverkehrsgesetz;Gesamt;172540
2012;Straftaten ohne Straftaten im Straßenverkehr;Nichtdeutsch;583416
2012;Straftaten ohne Straftaten im Straßenverkehr;Deutsch;1845436
2012;Straftaten ohne Straftaten im Straßenverkehr;Gesamt;2428852
2012;Urkundenfälschung;Nichtdeutsch;23216
2012;Urkundenfälschung;Deutsch;45464
2012;Urkundenfälschung;Gesamt;68680
2012;Vergewaltigung;Nichtdeutsch;616
2012;Vergewaltigung;Deutsch;1384
2012;Vergewaltigung;Gesamt;2000
2012;Verletzung der Unterhaltspflicht;Nichtdeutsch;1044
2012;Verletzung der Unterhaltspflicht;Deutsch;6700
2012;Verletzung der Unterhaltspflicht;Gesamt;7744
2013;Andere Straftaten gegen die Person (ohne Verkehr);Nichtdeutsch;97980
2013;Andere Straftaten gegen die Person (ohne Verkehr);Deutsch;352980
2013;Andere Straftaten gegen die Person (ohne Verkehr);Gesamt;450960
2013;Andere Vermögensdelikte;Nichtdeutsch;175060
2013;Andere Vermögensdelikte;Deutsch;624932
2013;Andere Vermögensdelikte;Gesamt;799992
2013;Betrug;Nichtdeutsch;68336
2013;Betrug;Deutsch;282272
2013;Betrug;Gesamt;350608
2013;Diebstahl;Nichtdeutsch;138904
2013;Diebstahl;Deutsch;289660
2013;Diebstahl;Gesamt;428564
2013;Diebstahl und Unterschlagung;Nichtdeutsch;182828
2013;Diebstahl und Unterschlagung;Deutsch;379356
2013;Diebstahl und Unterschlagung;Gesamt;562184
2013;Gefährliche und schwere Körperverletzung;Nichtdeutsch;22620
2013;Gefährliche und schwere Körperverletzung;Deutsch;68840
2013;Gefährliche und schwere Körperverletzung;Gesamt;91460
2013;Gemeingefährliche einschl. Umweltstraftaten (o.V.);Nichtdeutsch;2976
2013;Gemeingefährliche einschl. Umweltstraftaten (o.V.);Deutsch;14096
2013;Gemeingefährliche einschl. Umweltstraftaten (o.V.);Gesamt;17072
2013;Körperverletzung;Nichtdeutsch;40560
2013;Körperverletzung;Deutsch;143884
2013;Körperverletzung;Gesamt;184444
2013;Mord und Totschlag;Nichtdeutsch;644
2013;Mord und Totschlag;Deutsch;1380
2013;Mord und Totschlag;Gesamt;2024
2013;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;Nichtdeutsch;11088
2013;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;Deutsch;25620
2013;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;Gesamt;36708
2013;Schwerer Diebstahl;Nichtdeutsch;37996
2013;Schwerer Diebstahl;Deutsch;63548
2013;Schwerer Diebstahl;Gesamt;101544
2013;Sexueller Missbrauch von Kindern;Nichtdeutsch;876
2013;Sexueller Missbrauch von Kindern;Deutsch;7372
2013;Sexueller Missbrauch von Kindern;Gesamt;8248
2013;Straftaten gegen den Staat,die öffentliche Ordnung;Nichtdeutsch;18436
2013;Straftaten gegen den Staat,die öffentliche Ordnung;Deutsch;73492
2013;Straftaten gegen den Staat,die öffentliche Ordnung;Gesamt;91928
2013;Straftaten gegen die sexuelle Selbstbestimmung;Nichtdeutsch;4180
2013;Straftaten gegen die sexuelle Selbstbestimmung;Deutsch;22672
2013;Straftaten gegen die sexuelle Selbstbestimmung;Gesamt;26852
2013;Straftaten im Straßenverkehr;Nichtdeutsch;132268
2013;Straftaten im Straßenverkehr;Deutsch;506388
2013;Straftaten im Straßenverkehr;Gesamt;638656
2013;Straftaten im Straßenverkehr nach dem StGB;Nichtdeutsch;84412
2013;Straftaten im Straßenverkehr nach dem StGB;Deutsch;384096
2013;Straftaten im Straßenverkehr nach dem StGB;Gesamt;468508
2013;Straftaten insgesamt;Nichtdeutsch;740168
2013;Straftaten insgesamt;Deutsch;2283584
2013;Straftaten insgesamt;Gesamt;3023752
2013;Straftaten nach anderen Bundes- u. Landesgesetzen;Nichtdeutsch;115352
2013;Straftaten nach anderen Bundes- u. Landesgesetzen;Deutsch;284048
2013;Straftaten nach anderen Bundes- u. Landesgesetzen;Gesamt;399400
2013;Straftaten nach dem Aufenthaltsgesetz;Nichtdeutsch;28744
2013;Straftaten nach dem Aufenthaltsgesetz;Deutsch;924
2013;Straftaten nach dem Aufenthaltsgesetz;Gesamt;29668
2013;Straftaten nach dem Betäubungsmittelgesetz;Nichtdeutsch;42848
2013;Straftaten nach dem Betäubungsmittelgesetz;Deutsch;169452
2013;Straftaten nach dem Betäubungsmittelgesetz;Gesamt;212300
2013;Straftaten nach dem StGB (ohne Verkehr);Nichtdeutsch;492548
2013;Straftaten nach dem StGB (ohne Verkehr);Deutsch;1493152
2013;Straftaten nach dem StGB (ohne Verkehr);Gesamt;1985700
2013;Straftaten nach dem Straßenverkehrsgesetz;Nichtdeutsch;47856
2013;Straftaten nach dem Straßenverkehrsgesetz;Deutsch;122292
2013;Straftaten nach dem Straßenverkehrsgesetz;Gesamt;170148
2013;Straftaten ohne Straftaten im Straßenverkehr;Nichtdeutsch;607900
2013;Straftaten ohne Straftaten im Straßenverkehr;Deutsch;1777196
2013;Straftaten ohne Straftaten im Straßenverkehr;Gesamt;2385096
2013;Urkundenfälschung;Nichtdeutsch;23420
2013;Urkundenfälschung;Deutsch;43596
2013;Urkundenfälschung;Gesamt;67016
2013;Vergewaltigung;Nichtdeutsch;572
2013;Vergewaltigung;Deutsch;1204
2013;Vergewaltigung;Gesamt;1776
2013;Verletzung der Unterhaltspflicht;Nichtdeutsch;1012
2013;Verletzung der Unterhaltspflicht;Deutsch;6120
2013;Verletzung der Unterhaltspflicht;Gesamt;7132
2014;Andere Straftaten gegen die Person (ohne Verkehr);Nichtdeutsch;96376
2014;Andere Straftaten gegen die Person (ohne Verkehr);Deutsch;330680
2014;Andere Straftaten gegen die Person (ohne Verkehr);Gesamt;427056
2014;Andere Vermögensdelikte;Nichtdeutsch;189556
2014;Andere Vermögensdelikte;Deutsch;629164
2014;Andere Vermögensdelikte;Gesamt;818720
2014;Betrug;Nichtdeutsch;72752
2014;Betrug;Deutsch;285236
2014;Betrug;Gesamt;357988
2014;Diebstahl;Nichtdeutsch;157708
2014;Diebstahl;Deutsch;267648
2014;Diebstahl;Gesamt;425356
2014;Diebstahl und Unterschlagung;Nichtdeutsch;204212
2014;Diebstahl und Unterschlagung;Deutsch;349480
2014;Diebstahl und Unterschlagung;Gesamt;553692
2014;Gefährliche und schwere Körperverletzung;Nichtdeutsch;21168
2014;Gefährliche und schwere Körperverletzung;Deutsch;60168
2014;Gefährliche und schwere Körperverletzung;Gesamt;81336
2014;Gemeingefährliche einschl. Umweltstraftaten (o.V.);Nichtdeutsch;2996
2014;Gemeingefährliche einschl. Umweltstraftaten (o.V.);Deutsch;12616
2014;Gemeingefährliche einschl. Umweltstraftaten (o.V.);Gesamt;15612
2014;Körperverletzung;Nichtdeutsch;40612
2014;Körperverletzung;Deutsch;132640
2014;Körperverletzung;Gesamt;173252
2014;Mord und Totschlag;Nichtdeutsch;728
2014;Mord und Totschlag;Deutsch;1412
2014;Mord und Totschlag;Gesamt;2140
2014;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;Nichtdeutsch;10160
2014;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;Deutsch;23456
2014;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;Gesamt;33616
2014;Schwerer Diebstahl;Nichtdeutsch;40744
2014;Schwerer Diebstahl;Deutsch;57468
2014;Schwerer Diebstahl;Gesamt;98212
2014;Sexueller Missbrauch von Kindern;Nichtdeutsch;880
2014;Sexueller Missbrauch von Kindern;Deutsch;7264
2014;Sexueller Missbrauch von Kindern;Gesamt;8144
2014;Straftaten gegen den Staat,die öffentliche Ordnung;Nichtdeutsch;17904
2014;Straftaten gegen den Staat,die öffentliche Ordnung;Deutsch;69140
2014;Straftaten gegen den Staat,die öffentliche Ordnung;Gesamt;87044
2014;Straftaten gegen die sexuelle Selbstbestimmung;Nichtdeutsch;4304
2014;Straftaten gegen die sexuelle Selbstbestimmung;Deutsch;22944
2014;Straftaten gegen die sexuelle Selbstbestimmung;Gesamt;27248
2014;Straftaten im Straßenverkehr;Nichtdeutsch;137240
2014;Straftaten im Straßenverkehr;Deutsch;489660
2014;Straftaten im Straßenverkehr;Gesamt;626900
2014;Straftaten im Straßenverkehr nach dem StGB;Nichtdeutsch;86128
2014;Straftaten im Straßenverkehr nach dem StGB;Deutsch;368932
2014;Straftaten im Straßenverkehr nach dem StGB;Gesamt;455060
2014;Straftaten insgesamt;Nichtdeutsch;778692
2014;Straftaten insgesamt;Deutsch;2216436
2014;Straftaten insgesamt;Gesamt;2995128
2014;Straftaten nach anderen Bundes- u. Landesgesetzen;Nichtdeutsch;115944
2014;Straftaten nach anderen Bundes- u. Landesgesetzen;Deutsch;289296
2014;Straftaten nach anderen Bundes- u. Landesgesetzen;Gesamt;405240
2014;Straftaten nach dem Aufenthaltsgesetz;Nichtdeutsch;27440
2014;Straftaten nach dem Aufenthaltsgesetz;Deutsch;816
2014;Straftaten nach dem Aufenthaltsgesetz;Gesamt;28256
2014;Straftaten nach dem Betäubungsmittelgesetz;Nichtdeutsch;44644
2014;Straftaten nach dem Betäubungsmittelgesetz;Deutsch;178528
2014;Straftaten nach dem Betäubungsmittelgesetz;Gesamt;223172
2014;Straftaten nach dem StGB (ohne Verkehr);Nichtdeutsch;525508
2014;Straftaten nach dem StGB (ohne Verkehr);Deutsch;1437480
2014;Straftaten nach dem StGB (ohne Verkehr);Gesamt;1962988
2014;Straftaten nach dem Straßenverkehrsgesetz;Nichtdeutsch;51112
2014;Straftaten nach dem Straßenverkehrsgesetz;Deutsch;120728
2014;Straftaten nach dem Straßenverkehrsgesetz;Gesamt;171840
2014;Straftaten ohne Straftaten im Straßenverkehr;Nichtdeutsch;641452
2014;Straftaten ohne Straftaten im Straßenverkehr;Deutsch;1726776
2014;Straftaten ohne Straftaten im Straßenverkehr;Gesamt;2368228
2014;Urkundenfälschung;Nichtdeutsch;23452
2014;Urkundenfälschung;Deutsch;42620
2014;Urkundenfälschung;Gesamt;66072
2014;Vergewaltigung;Nichtdeutsch;596
2014;Vergewaltigung;Deutsch;1104
2014;Vergewaltigung;Gesamt;1700
2014;Verletzung der Unterhaltspflicht;Nichtdeutsch;844
2014;Verletzung der Unterhaltspflicht;Deutsch;5124
2014;Verletzung der Unterhaltspflicht;Gesamt;5968
2015;Andere Straftaten gegen die Person (ohne Verkehr);Nichtdeutsch;99824
2015;Andere Straftaten gegen die Person (ohne Verkehr);Deutsch;311228
2015;Andere Straftaten gegen die Person (ohne Verkehr);Gesamt;411052
2015;Andere Vermögensdelikte;Nichtdeutsch;204624
2015;Andere Vermögensdelikte;Deutsch;618632
2015;Andere Vermögensdelikte;Gesamt;823256
2015;Betrug;Nichtdeutsch;75748
2015;Betrug;Deutsch;279828
2015;Betrug;Gesamt;355576
2015;Diebstahl;Nichtdeutsch;185540
2015;Diebstahl;Deutsch;248596
2015;Diebstahl;Gesamt;434136
2015;Diebstahl und Unterschlagung;Nichtdeutsch;235100
2015;Diebstahl und Unterschlagung;Deutsch;322252
2015;Diebstahl und Unterschlagung;Gesamt;557352
2015;Gefährliche und schwere Körperverletzung;Nichtdeutsch;21924
2015;Gefährliche und schwere Körperverletzung;Deutsch;54292
2015;Gefährliche und schwere Körperverletzung;Gesamt;76216
2015;Gemeingefährliche einschl. Umweltstraftaten (o.V.);Nichtdeutsch;2932
2015;Gemeingefährliche einschl. Umweltstraftaten (o.V.);Deutsch;11692
2015;Gemeingefährliche einschl. Umweltstraftaten (o.V.);Gesamt;14624
2015;Körperverletzung;Nichtdeutsch;41096
2015;Körperverletzung;Deutsch;123744
2015;Körperverletzung;Gesamt;164840
2015;Mord und Totschlag;Nichtdeutsch;700
2015;Mord und Totschlag;Deutsch;1352
2015;Mord und Totschlag;Gesamt;2052
2015;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;Nichtdeutsch;9676
2015;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;Deutsch;21664
2015;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;Gesamt;31340
2015;Schwerer Diebstahl;Nichtdeutsch;43972
2015;Schwerer Diebstahl;Deutsch;50948
2015;Schwerer Diebstahl;Gesamt;94920
2015;Sexueller Missbrauch von Kindern;Nichtdeutsch;836
2015;Sexueller Missbrauch von Kindern;Deutsch;6844
2015;Sexueller Missbrauch von Kindern;Gesamt;7680
2015;Straftaten gegen den Staat,die öffentliche Ordnung;Nichtdeutsch;18136
2015;Straftaten gegen den Staat,die öffentliche Ordnung;Deutsch;68724
2015;Straftaten gegen den Staat,die öffentliche Ordnung;Gesamt;86860
2015;Straftaten gegen die sexuelle Selbstbestimmung;Nichtdeutsch;4768
2015;Straftaten gegen die sexuelle Selbstbestimmung;Deutsch;22088
2015;Straftaten gegen die sexuelle Selbstbestimmung;Gesamt;26856
2015;Straftaten im Straßenverkehr;Nichtdeutsch;145128
2015;Straftaten im Straßenverkehr;Deutsch;459028
2015;Straftaten im Straßenverkehr;Gesamt;604156
2015;Straftaten im Straßenverkehr nach dem StGB;Nichtdeutsch;90512
2015;Straftaten im Straßenverkehr nach dem StGB;Deutsch;343556
2015;Straftaten im Straßenverkehr nach dem StGB;Gesamt;434068
2015;Straftaten insgesamt;Nichtdeutsch;838412
2015;Straftaten insgesamt;Deutsch;2119536
2015;Straftaten insgesamt;Gesamt;2957948
2015;Straftaten nach anderen Bundes- u. Landesgesetzen;Nichtdeutsch;118224
2015;Straftaten nach anderen Bundes- u. Landesgesetzen;Deutsch;284228
2015;Straftaten nach anderen Bundes- u. Landesgesetzen;Gesamt;402452
2015;Straftaten nach dem Aufenthaltsgesetz;Nichtdeutsch;27152
2015;Straftaten nach dem Aufenthaltsgesetz;Deutsch;748
2015;Straftaten nach dem Aufenthaltsgesetz;Gesamt;27900
2015;Straftaten nach dem Betäubungsmittelgesetz;Nichtdeutsch;47980
2015;Straftaten nach dem Betäubungsmittelgesetz;Deutsch;175472
2015;Straftaten nach dem Betäubungsmittelgesetz;Gesamt;223452
2015;Straftaten nach dem StGB (ohne Verkehr);Nichtdeutsch;575060
2015;Straftaten nach dem StGB (ohne Verkehr);Deutsch;1376280
2015;Straftaten nach dem StGB (ohne Verkehr);Gesamt;1951340
2015;Straftaten nach dem Straßenverkehrsgesetz;Nichtdeutsch;54616
2015;Straftaten nach dem Straßenverkehrsgesetz;Deutsch;115472
2015;Straftaten nach dem Straßenverkehrsgesetz;Gesamt;170088
2015;Straftaten ohne Straftaten im Straßenverkehr;Nichtdeutsch;693284
2015;Straftaten ohne Straftaten im Straßenverkehr;Deutsch;1660508
2015;Straftaten ohne Straftaten im Straßenverkehr;Gesamt;2353792
2015;Urkundenfälschung;Nichtdeutsch;23412
2015;Urkundenfälschung;Deutsch;39772
2015;Urkundenfälschung;Gesamt;63184
2015;Vergewaltigung;Nichtdeutsch;564
2015;Vergewaltigung;Deutsch;1192
2015;Vergewaltigung;Gesamt;1756
2015;Verletzung der Unterhaltspflicht;Nichtdeutsch;816
2015;Verletzung der Unterhaltspflicht;Deutsch;4944
2015;Verletzung der Unterhaltspflicht;Gesamt;5760
2016;Andere Straftaten gegen die Person (ohne Verkehr);Nichtdeutsch;115104
2016;Andere Straftaten gegen die Person (ohne Verkehr);Deutsch;302008
2016;Andere Straftaten gegen die Person (ohne Verkehr);Gesamt;417112
2016;Andere Vermögensdelikte;Nichtdeutsch;219312
2016;Andere Vermögensdelikte;Deutsch;569188
2016;Andere Vermögensdelikte;Gesamt;788500
2016;Betrug;Nichtdeutsch;84060
2016;Betrug;Deutsch;271196
2016;Betrug;Gesamt;355256
2016;Diebstahl;Nichtdeutsch;197204
2016;Diebstahl;Deutsch;229540
2016;Diebstahl;Gesamt;426744
2016;Diebstahl und Unterschlagung;Nichtdeutsch;255684
2016;Diebstahl und Unterschlagung;Deutsch;299496
2016;Diebstahl und Unterschlagung;Gesamt;555180
2016;Gefährliche und schwere Körperverletzung;Nichtdeutsch;25472
2016;Gefährliche und schwere Körperverletzung;Deutsch;49900
2016;Gefährliche und schwere Körperverletzung;Gesamt;75372
2016;Gemeingefährliche einschl. Umweltstraftaten (o.V.);Nichtdeutsch;3160
2016;Gemeingefährliche einschl. Umweltstraftaten (o.V.);Deutsch;10768
2016;Gemeingefährliche einschl. Umweltstraftaten (o.V.);Gesamt;13928
2016;Körperverletzung;Nichtdeutsch;48624
2016;Körperverletzung;Deutsch;118656
2016;Körperverletzung;Gesamt;167280
2016;Mord und Totschlag;Nichtdeutsch;736
2016;Mord und Totschlag;Deutsch;1292
2016;Mord und Totschlag;Gesamt;2028
2016;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;Nichtdeutsch;10112
2016;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;Deutsch;19960
2016;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;Gesamt;30072
2016;Schwerer Diebstahl;Nichtdeutsch;52552
2016;Schwerer Diebstahl;Deutsch;49580
2016;Schwerer Diebstahl;Gesamt;102132
2016;Sexueller Missbrauch von Kindern;Nichtdeutsch;1008
2016;Sexueller Missbrauch von Kindern;Deutsch;6260
2016;Sexueller Missbrauch von Kindern;Gesamt;7268
2016;Straftaten gegen den Staat,die öffentliche Ordnung;Nichtdeutsch;21032
2016;Straftaten gegen den Staat,die öffentliche Ordnung;Deutsch;71100
2016;Straftaten gegen den Staat,die öffentliche Ordnung;Gesamt;92132
2016;Straftaten gegen die sexuelle Selbstbestimmung;Nichtdeutsch;5132
2016;Straftaten gegen die sexuelle Selbstbestimmung;Deutsch;20532
2016;Straftaten gegen die sexuelle Selbstbestimmung;Gesamt;25664
2016;Straftaten im Straßenverkehr;Nichtdeutsch;168596
2016;Straftaten im Straßenverkehr;Deutsch;448728
2016;Straftaten im Straßenverkehr;Gesamt;617324
2016;Straftaten im Straßenverkehr nach dem StGB;Nichtdeutsch;99664
2016;Straftaten im Straßenverkehr nach dem StGB;Deutsch;333136
2016;Straftaten im Straßenverkehr nach dem StGB;Gesamt;432800
2016;Straftaten insgesamt;Nichtdeutsch;926248
2016;Straftaten insgesamt;Deutsch;2025244
2016;Straftaten insgesamt;Gesamt;2951492
2016;Straftaten nach anderen Bundes- u. Landesgesetzen;Nichtdeutsch;128116
2016;Straftaten nach anderen Bundes- u. Landesgesetzen;Deutsch;283464
2016;Straftaten nach anderen Bundes- u. Landesgesetzen;Gesamt;411580
2016;Straftaten nach dem Aufenthaltsgesetz;Nichtdeutsch;26220
2016;Straftaten nach dem Aufenthaltsgesetz;Deutsch;852
2016;Straftaten nach dem Aufenthaltsgesetz;Gesamt;27072
2016;Straftaten nach dem Betäubungsmittelgesetz;Nichtdeutsch;55096
2016;Straftaten nach dem Betäubungsmittelgesetz;Deutsch;175060
2016;Straftaten nach dem Betäubungsmittelgesetz;Gesamt;230156
2016;Straftaten nach dem StGB (ohne Verkehr);Nichtdeutsch;629536
2016;Straftaten nach dem StGB (ohne Verkehr);Deutsch;1293052
2016;Straftaten nach dem StGB (ohne Verkehr);Gesamt;1922588
2016;Straftaten nach dem Straßenverkehrsgesetz;Nichtdeutsch;68932
2016;Straftaten nach dem Straßenverkehrsgesetz;Deutsch;115592
2016;Straftaten nach dem Straßenverkehrsgesetz;Gesamt;184524
2016;Straftaten ohne Straftaten im Straßenverkehr;Nichtdeutsch;757652
2016;Straftaten ohne Straftaten im Straßenverkehr;Deutsch;1576516
2016;Straftaten ohne Straftaten im Straßenverkehr;Gesamt;2334168
2016;Urkundenfälschung;Nichtdeutsch;27300
2016;Urkundenfälschung;Deutsch;38152
2016;Urkundenfälschung;Gesamt;65452
2016;Vergewaltigung;Nichtdeutsch;684
2016;Vergewaltigung;Deutsch;980
2016;Vergewaltigung;Gesamt;1664
2016;Verletzung der Unterhaltspflicht;Nichtdeutsch;704
2016;Verletzung der Unterhaltspflicht;Deutsch;4104
2016;Verletzung der Unterhaltspflicht;Gesamt;4808
2017;Andere Straftaten gegen die Person (ohne Verkehr);Nichtdeutsch;121484
2017;Andere Straftaten gegen die Person (ohne Verkehr);Deutsch;292300
2017;Andere Straftaten gegen die Person (ohne Verkehr);Gesamt;413784
2017;Andere Vermögensdelikte;Nichtdeutsch;218588
2017;Andere Vermögensdelikte;Deutsch;516724
2017;Andere Vermögensdelikte;Gesamt;735312
2017;Betrug;Nichtdeutsch;80188
2017;Betrug;Deutsch;248752
2017;Betrug;Gesamt;328940
2017;Diebstahl;Nichtdeutsch;168352
2017;Diebstahl;Deutsch;207432
2017;Diebstahl;Gesamt;375784
2017;Diebstahl und Unterschlagung;Nichtdeutsch;220536
2017;Diebstahl und Unterschlagung;Deutsch;272308
2017;Diebstahl und Unterschlagung;Gesamt;492844
2017;Gefährliche und schwere Körperverletzung;Nichtdeutsch;27816
2017;Gefährliche und schwere Körperverletzung;Deutsch;48156
2017;Gefährliche und schwere Körperverletzung;Gesamt;75972
2017;Gemeingefährliche einschl. Umweltstraftaten (o.V.);Nichtdeutsch;3532
2017;Gemeingefährliche einschl. Umweltstraftaten (o.V.);Deutsch;11080
2017;Gemeingefährliche einschl. Umweltstraftaten (o.V.);Gesamt;14612
2017;Körperverletzung;Nichtdeutsch;51320
2017;Körperverletzung;Deutsch;115888
2017;Körperverletzung;Gesamt;167208
2017;Mord und Totschlag;Nichtdeutsch;988
2017;Mord und Totschlag;Deutsch;1164
2017;Mord und Totschlag;Gesamt;2152
2017;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;Nichtdeutsch;9952
2017;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;Deutsch;18672
2017;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;Gesamt;28624
2017;Schwerer Diebstahl;Nichtdeutsch;46700
2017;Schwerer Diebstahl;Deutsch;46864
2017;Schwerer Diebstahl;Gesamt;93564
2017;Sexueller Missbrauch von Kindern;Nichtdeutsch;1184
2017;Sexueller Missbrauch von Kindern;Deutsch;6280
2017;Sexueller Missbrauch von Kindern;Gesamt;7464
2017;Straftaten gegen den Staat,die öffentliche Ordnung;Nichtdeutsch;23332
2017;Straftaten gegen den Staat,die öffentliche Ordnung;Deutsch;69380
2017;Straftaten gegen den Staat,die öffentliche Ordnung;Gesamt;92712
2017;Straftaten gegen die sexuelle Selbstbestimmung;Nichtdeutsch;7184
2017;Straftaten gegen die sexuelle Selbstbestimmung;Deutsch;21788
2017;Straftaten gegen die sexuelle Selbstbestimmung;Gesamt;28972
2017;Straftaten im Straßenverkehr;Nichtdeutsch;189112
2017;Straftaten im Straßenverkehr;Deutsch;446800
2017;Straftaten im Straßenverkehr;Gesamt;635912
2017;Straftaten im Straßenverkehr nach dem StGB;Nichtdeutsch;106616
2017;Straftaten im Straßenverkehr nach dem StGB;Deutsch;328668
2017;Straftaten im Straßenverkehr nach dem StGB;Gesamt;435284
2017;Straftaten insgesamt;Nichtdeutsch;932260
2017;Straftaten insgesamt;Deutsch;1931916
2017;Straftaten insgesamt;Gesamt;2864176
2017;Straftaten nach anderen Bundes- u. Landesgesetzen;Nichtdeutsch;138540
2017;Straftaten nach anderen Bundes- u. Landesgesetzen;Deutsch;282864
2017;Straftaten nach anderen Bundes- u. Landesgesetzen;Gesamt;421404
2017;Straftaten nach dem Aufenthaltsgesetz;Nichtdeutsch;26324
2017;Straftaten nach dem Aufenthaltsgesetz;Deutsch;592
2017;Straftaten nach dem Aufenthaltsgesetz;Gesamt;26916
2017;Straftaten nach dem Betäubungsmittelgesetz;Nichtdeutsch;62236
2017;Straftaten nach dem Betäubungsmittelgesetz;Deutsch;178284
2017;Straftaten nach dem Betäubungsmittelgesetz;Gesamt;240520
2017;Straftaten nach dem StGB (ohne Verkehr);Nichtdeutsch;604608
2017;Straftaten nach dem StGB (ohne Verkehr);Deutsch;1202252
2017;Straftaten nach dem StGB (ohne Verkehr);Gesamt;1806860
2017;Straftaten nach dem Straßenverkehrsgesetz;Nichtdeutsch;82496
2017;Straftaten nach dem Straßenverkehrsgesetz;Deutsch;118132
2017;Straftaten nach dem Straßenverkehrsgesetz;Gesamt;200628
2017;Straftaten ohne Straftaten im Straßenverkehr;Nichtdeutsch;743148
2017;Straftaten ohne Straftaten im Straßenverkehr;Deutsch;1485116
2017;Straftaten ohne Straftaten im Straßenverkehr;Gesamt;2228264
2017;Urkundenfälschung;Nichtdeutsch;33352
2017;Urkundenfälschung;Deutsch;38612
2017;Urkundenfälschung;Gesamt;71964
2017;Vergewaltigung;Nichtdeutsch;832
2017;Vergewaltigung;Deutsch;1084
2017;Vergewaltigung;Gesamt;1916
2017;Verletzung der Unterhaltspflicht;Nichtdeutsch;692
2017;Verletzung der Unterhaltspflicht;Deutsch;3664
2017;Verletzung der Unterhaltspflicht;Gesamt;4356
2018;Andere Straftaten gegen die Person (ohne Verkehr);Nichtdeutsch;120836
2018;Andere Straftaten gegen die Person (ohne Verkehr);Deutsch;273820
2018;Andere Straftaten gegen die Person (ohne Verkehr);Gesamt;394656
2018;Andere Vermögensdelikte;Nichtdeutsch;224012
2018;Andere Vermögensdelikte;Deutsch;492804
2018;Andere Vermögensdelikte;Gesamt;716816
2018;Betrug;Nichtdeutsch;79540
2018;Betrug;Deutsch;235876
2018;Betrug;Gesamt;315416
2018;Diebstahl;Nichtdeutsch;158180
2018;Diebstahl;Deutsch;191920
2018;Diebstahl;Gesamt;350100
2018;Diebstahl und Unterschlagung;Nichtdeutsch;208644
2018;Diebstahl und Unterschlagung;Deutsch;254284
2018;Diebstahl und Unterschlagung;Gesamt;462928
2018;Gefährliche und schwere Körperverletzung;Nichtdeutsch;29376
2018;Gefährliche und schwere Körperverletzung;Deutsch;46212
2018;Gefährliche und schwere Körperverletzung;Gesamt;75588
2018;Gemeingefährliche einschl. Umweltstraftaten (o.V.);Nichtdeutsch;3724
2018;Gemeingefährliche einschl. Umweltstraftaten (o.V.);Deutsch;10492
2018;Gemeingefährliche einschl. Umweltstraftaten (o.V.);Gesamt;14216
2018;Körperverletzung;Nichtdeutsch;49308
2018;Körperverletzung;Deutsch;105392
2018;Körperverletzung;Gesamt;154700
2018;Mord und Totschlag;Nichtdeutsch;1012
2018;Mord und Totschlag;Deutsch;1208
2018;Mord und Totschlag;Gesamt;2220
2018;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;Nichtdeutsch;9760
2018;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;Deutsch;17768
2018;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;Gesamt;27528
2018;Schwerer Diebstahl;Nichtdeutsch;44944
2018;Schwerer Diebstahl;Deutsch;45224
2018;Schwerer Diebstahl;Gesamt;90168
2018;Sexueller Missbrauch von Kindern;Nichtdeutsch;980
2018;Sexueller Missbrauch von Kindern;Deutsch;5884
2018;Sexueller Missbrauch von Kindern;Gesamt;6864
2018;Straftaten gegen den Staat,die öffentliche Ordnung;Nichtdeutsch;28268
2018;Straftaten gegen den Staat,die öffentliche Ordnung;Deutsch;74480
2018;Straftaten gegen den Staat,die öffentliche Ordnung;Gesamt;102748
2018;Straftaten gegen die sexuelle Selbstbestimmung;Nichtdeutsch;9124
2018;Straftaten gegen die sexuelle Selbstbestimmung;Deutsch;23712
2018;Straftaten gegen die sexuelle Selbstbestimmung;Gesamt;32836
2018;Straftaten im Straßenverkehr;Nichtdeutsch;209756
2018;Straftaten im Straßenverkehr;Deutsch;441316
